x,y,classLabel,id
38.34838945152525,16.337862722257526,1,p51
30.272992732654828,58.48220877130176,0,p52
41.3270713161912,77.00732264796999,0,p53
41.776177630462016,73.27385220235803,0,p54
40.69021227757421,21.49322926727418,1,p55
41.69373590096224,56.60703828739541,0,p56
40.319002879326696,65.43879756675928,0,p57
49.7472571004503,68.24967439780733,0,p58
49.1383516500803,70.14702689142932,0,p59
39.10023741992749,56.82705668151653,0,p60
39.84063804094736,23.670706647255884,1,p61
38.56348763197479,17.411672707870636,1,p62
40.62180198819683,20.20803301110875,1,p63
25.14701570693984,65.74524609033897,0,p64
37.46291341017808,62.16231073761699,0,p65
38.77889106121966,22.058955370870105,1,p66
38.18286054045477,59.47799932817325,0,p67
46.07081865768892,20.020399533679992,1,p68
42.08043673574198,18.82396208024261,1,p69
51.426879127521445,59.98901035427557,0,p70
40.67284543858688,66.76407297906471,0,p71
37.34610581308759,68.57493747928346,0,p72
29.103926709381746,67.00319387323862,0,p73
41.71476599776106,66.45139777240209,0,p74
47.55076583401907,69.73044071349506,0,p75
42.154612382244416,58.02882125140362,0,p76
39.885039727490735,78.31875291413658,0,p77
41.80285273505935,69.47887858963684,0,p78
40.53063190735608,65.25986801941522,0,p79
36.28649196672631,65.96927231548725,0,p80
51.70800670786392,72.93313306556232,0,p81
38.31134759500569,72.46438777560007,0,p82
43.82398973602589,70.04495588867657,0,p83
32.276433756782886,54.92976584933262,0,p84
31.810582150027983,49.89416450702846,0,p85
39.98321194351286,22.006224966777538,1,p86
27.392595860930825,66.20128340186184,0,p87
36.958312143122384,20.25706148421008,1,p88
37.69257295063811,17.180290696673406,1,p89
29.65034606742801,64.96109054123704,0,p90
40.72940772766313,69.56184810470334,0,p91
45.97754605950436,17.70003023664996,1,p92
31.036994532526016,82.28355927389055,0,p93
32.00817620106547,68.64438378504197,0,p94
39.19822108323167,78.66471418381423,0,p95
38.77528170313214,64.70978388355009,0,p96
45.29892031651747,63.54484273075662,0,p97
36.95852640797379,67.83579513571952,0,p98
36.15892564581327,70.6499143079878,0,p99
37.60099838431261,64.38405911544866,0,p100
32.503752513572216,73.3773069067023,0,p101
33.77339899262134,64.28932800524193,0,p102
61.55216565918666,77.83702438004204,0,p103
46.82583813392426,68.97059832948503,0,p104
34.66423724798045,20.95895547775693,1,p105
33.06025355380585,54.926269204774,0,p106
46.82638340847701,73.50765918957892,0,p107
54.43767443470202,62.52726960022009,0,p108
48.8599548860529,63.936776062498495,0,p109
47.581358702226936,77.37661436424432,0,p110
42.020855404959,71.82225287139855,0,p111
44.05743221249503,72.28057421607517,0,p112
39.68089788551151,71.70337614525884,0,p113
30.56270204526001,75.202848658159,0,p114
33.01130192568196,72.11254329873626,0,p115
39.506508553586364,73.40551150678341,0,p116
33.51148669895342,69.5833225075674,0,p117
41.10244499642291,19.05941094148281,1,p118
35.40667749233283,21.542764268053503,1,p119
33.004884373935624,66.46657555140249,0,p120
25.527905299720864,69.37615972341048,0,p121
45.777914442916206,75.69456745200446,0,p122
29.647619018581096,71.28351943845409,0,p123
35.26525388558511,82.6065830303757,0,p124
45.68768075675938,79.49368019999577,0,p125
30.0924048056471,67.05548274064249,0,p126
31.532136800112248,74.19950110997343,0,p127
44.59130543570833,71.36315336303143,0,p128
40.57598792492797,77.45836262545745,0,p129
48.94365427051898,65.8590002781492,0,p130
43.05591862910367,76.32754388760337,0,p131
32.683548525170714,19.597162513441088,1,p132
50.71525582640588,78.53133296188122,0,p133
40.11471398488008,15.654225756099368,1,p134
38.8087076423255,66.82740365470907,0,p135
37.22372612182124,20.766151267022952,1,p136
33.45192908568783,77.60187481322522,0,p137
39.06187983328957,70.10281736310438,0,p138
40.17979789079899,20.83213081387457,1,p139
33.12258824523183,68.42756795002083,0,p140
45.61289552611535,21.168842532112716,1,p141
39.736557083026064,77.72311317411565,0,p142
34.27260781604385,69.97637879812333,0,p143
41.38659332537498,68.9894771165324,0,p144
42.45633293126458,24.61379575523766,1,p145
43.70734657546646,16.786838961052855,1,p146
54.52682610837686,65.17568527337302,0,p147
41.55493640143599,66.64875964835566,0,p148
39.75720578829253,71.63950312775565,0,p149
37.972875762515166,20.102457252464077,1,p150
41.11631641782059,21.167477587003788,1,p151
33.50852806066598,71.6685828791435,0,p152
39.85368884225096,70.82129168316148,0,p153
41.49466524549035,23.4204471155638,1,p154
43.85036469317186,63.22158881595456,0,p155
38.23202294024788,61.26551772624605,0,p156
42.53145217533344,65.48416171776412,0,p157
37.3951218043709,21.603887258367305,1,p158
38.68984079187821,19.80160215612253,1,p159
37.64204190209505,15.856866190538677,1,p160
41.70660499639839,66.0514495848429,0,p161
39.37185013998941,80.0808205081463,0,p162
57.68852698111535,66.28391858955776,0,p163
42.475294794002906,17.3986093528673,1,p164
41.49865620891143,61.27982854901609,0,p165
45.83745508184233,73.21426055459905,0,p166
43.77129194712458,63.55528484844444,0,p167
46.98817628703572,66.97865781097366,0,p168
32.830692229695565,82.97864796433932,0,p169
39.309883074010166,70.13194736061394,0,p170
41.95135027760842,15.490759094720543,1,p171
41.40769332700477,77.35458077205328,0,p172
45.40189097453841,50.06020165558947,0,p173
42.64699918697023,18.64372900150076,1,p174
40.79289287376435,59.93205415177843,0,p175
38.31772221289305,67.37625434715282,0,p176
35.538290108854376,78.32311571775287,0,p177
34.22151962245242,67.75029910842905,0,p178
44.47111155420429,61.99896561088661,0,p179
32.56324530297184,72.99814968045354,0,p180
35.66843555159937,13.111457140588286,1,p181
39.615741995686,71.9988785240036,0,p182
40.67954284543628,76.78051493373023,0,p183
38.68970728828535,15.180268697783962,1,p184
46.890256789336085,68.50207809042143,0,p185
43.6358319561592,20.783751593701567,1,p186
33.17722830840875,75.50959222619717,0,p187
41.64665150595209,19.235132619338906,1,p188
39.3087978573827,17.227300567195087,1,p189
42.26217399929347,68.96678189590932,0,p190
41.79220814019713,76.8788368876186,0,p191
32.363234988493616,67.1242999843179,0,p192
41.64930190675996,75.39605635720876,0,p193
31.59792515060957,67.65849134911336,0,p194
42.57101119380938,82.86728573756585,0,p195
33.16888722915867,77.37549257625487,0,p196
41.04302945061501,18.53831430765934,1,p197
45.05170444830264,62.096637601479394,0,p198
39.08120123035387,70.53796318071137,0,p199
48.7225963474834,55.48626837314296,0,p200
41.82016917740855,19.45041014383884,1,p201
44.51763164709603,79.58042090272644,0,p202
42.434189663474776,16.555210133742143,1,p203
46.97233380064071,64.70243438001377,0,p204
36.2996832277517,74.10454813128565,0,p205
40.407461029122,61.99920791518564,0,p206
39.89283105578903,74.05504049720761,0,p207
31.66087551958146,74.59587526043681,0,p208
45.02035627089561,24.021383155371044,1,p209
47.16843768068024,74.14768864440828,0,p210
38.73664060486562,92.35175297491402,0,p211
40.45132090367084,56.1717340355229,0,p212
38.76136940754166,64.41191928823082,0,p213
42.55269388650392,19.58788463480181,1,p214
48.25608084504901,66.71577043526706,0,p215
42.23257591449981,19.45632748034569,1,p216
43.50642031337067,63.157113286410144,0,p217
54.43052503645478,78.458563614152,0,p218
44.28941733543799,62.62609105778441,0,p219
28.607202934817863,70.33659462662968,0,p220
51.10211771301746,61.33529150821206,0,p221
31.717190411339573,55.7253747556793,0,p222
29.103595785332672,74.24206965941947,0,p223
44.29916690030397,75.30255397033113,0,p224
43.052984400530505,20.814485932476945,1,p225
41.84731344931343,23.611653311506448,1,p226
40.76576356223425,75.08036636729085,0,p227
45.24875171261626,24.14436223607146,1,p228
36.77552860328149,77.39985558353241,0,p229
39.67155594784571,73.33928579056185,0,p230
30.431849111092053,68.42664218675121,0,p231
44.85163772490587,20.31306781256964,1,p232
42.86873059849959,68.3111964176702,0,p233
35.83037094169556,79.62106665219572,0,p234
28.3141630321504,73.80352134665955,0,p235
35.795529170568365,67.95814375144707,0,p236
34.12547733744153,67.8355133690415,0,p237
41.95978038423874,62.121576668911366,0,p238
42.05150731309077,64.99954007381542,0,p239
40.421611469587184,87.242694787397,0,p240
41.37564818791029,74.96302630311959,0,p241
36.05026680939828,71.29185912237926,0,p242
40.49428252370955,20.152663105568053,1,p243
43.191214404571255,85.1550164143076,0,p244
41.47712227041833,69.32300821690725,0,p245
43.62361314328386,64.91979330792574,0,p246
38.93787786717693,18.279194681309296,1,p247
41.05293233600504,72.55472701726357,0,p248
29.14535598253707,70.4799408236422,0,p249
46.42821624201619,59.00649577463776,0,p250
40.796087048198885,18.251724027165253,1,p251
30.702697657710985,71.37802865108387,0,p252
42.17635295918603,80.32749351864686,0,p253
44.39253171625731,22.990576320397423,1,p254
35.98418260083025,22.078755869094834,1,p255
43.57841819667487,79.6156098161407,0,p256
39.605582212985,22.47814151432452,1,p257
38.48746050697699,19.75543198069506,1,p258
39.82951785417312,84.99589251028304,0,p259
43.59174058723258,68.18317325691258,0,p260
51.285947805920514,79.20440117508834,0,p261
37.62274023700012,19.07611541108288,1,p262
42.269164467419095,69.0889986194262,0,p263
54.09371073268636,70.95574731757917,0,p264
38.46229678513742,72.49978800058223,0,p265
49.73145284312119,73.90467214446304,0,p266
43.1173353622608,19.77270714039362,1,p267
47.601268960821045,73.32288763015967,0,p268
42.67114949055936,21.7256150483197,1,p269
34.37427802421188,81.47381763810847,0,p270
41.86935186108481,76.22741556936406,0,p271
32.495026916100755,49.55054661553775,0,p272
45.81235071580972,64.00741321863794,0,p273
36.57392390237244,77.30912613948351,0,p274
40.88267238704048,19.29677659905104,1,p275
42.14614394632373,22.1545571771238,1,p276
45.75442111996143,83.27755087857763,0,p277
35.06959416620069,60.14077092545509,0,p278
40.79959354063428,71.05211233023314,0,p279
27.54895825767005,80.47231018042429,0,p280
39.238678960802,72.81198205469259,0,p281
51.47975170559975,75.19489243750324,0,p282
41.901051860367616,61.06275996925783,0,p283
42.01144185172364,16.784428300879533,1,p284
47.86237927308993,16.66409892267751,1,p285
38.94961089077231,70.8790351743008,0,p286
39.87152985606527,20.174068204425183,1,p287
40.69532613800458,75.25970986360252,0,p288
42.76116499664808,67.05310863425817,0,p289
42.60746819316782,22.661872511800222,1,p290
28.008058296363856,79.4771066191579,0,p291
40.52563425672554,28.95577700781023,1,p292
53.17417147532524,79.41794032308485,0,p293
36.113603313147614,83.16809948608413,0,p294
39.42494175125202,77.82107082111689,0,p295
44.745481099374885,66.58462014298009,0,p296
37.83478733998824,20.530462616418195,1,p297
38.79160890041426,76.18561956240671,0,p298
39.80886822343048,63.467124286487625,0,p299
36.2826787730383,15.59742420274268,1,p300
23.45947295120713,62.93188506703044,0,p301
41.420896230434366,17.220856610055385,1,p302
35.706181355213424,67.8827121945831,0,p303
35.78805371439422,82.96594729156257,0,p304
39.33039323609558,24.469590315806247,1,p305
36.57805404749608,62.16267796697692,0,p306
38.18670497925508,68.62555105640516,0,p307
47.22291177628044,59.6010773887412,0,p308
39.82481128878399,75.724364094402,0,p309
39.65375403243297,74.72373644516622,0,p310
43.75556890499283,63.71072412746274,0,p311
48.3223936003225,74.95812693040745,0,p312
30.970273701812623,60.93444859555469,0,p313
42.6606621702919,18.73771461895684,1,p314
39.297940422679055,21.399075123339003,1,p315
37.55943505914499,67.555196069771,0,p316
37.39101075617592,23.376304353244308,1,p317
35.24205006328613,14.360226844582863,1,p318
36.91968859312112,70.91518404100263,0,p319
34.07244397352117,59.39606942719895,0,p320
43.265009877034686,69.75050962391761,0,p321
44.87471213219701,76.68713645999358,0,p322
51.057005020114985,66.33997980992712,0,p323
43.352196447707385,24.34549768967878,1,p324
29.64989627954111,78.00627830244851,0,p325
40.91145578681463,22.164687515378432,1,p326
21.121793499409,69.61993593437532,0,p327
35.92823360235949,62.896702885149935,0,p328
33.31414194455453,72.96519345915422,0,p329
43.65359095931829,72.0788927126323,0,p330
31.173812319654683,76.42503362938344,0,p331
45.31250012850735,71.96833996778562,0,p332
56.823909096667926,69.5966684207649,0,p333
41.571162729919806,77.32968811828508,0,p334
32.91018215765904,72.19973132816692,0,p335
38.89216858226139,20.430165402026752,1,p336
43.98288155429693,81.39877636189976,0,p337
44.70801590841912,83.29917354426651,0,p338
35.7904264923415,72.23847353899775,0,p339
35.47825074612825,64.40565595344822,0,p340
32.49079881982136,71.67472804877805,0,p341
53.75307593041472,70.2468448638021,0,p342
44.44305027993239,77.76789889369357,0,p343
41.30736735133955,64.71231947352675,0,p344
46.39509238363274,64.37774734523758,0,p345
42.545292646615856,13.259331998046184,1,p346
32.91526937317883,58.416003296939614,0,p347
41.44674685804197,16.287012733018106,1,p348
39.49592914893766,77.02473028524417,0,p349
42.79456185823695,74.53037157791918,0,p350
36.291678573630726,73.59287203179349,0,p351
35.52726776617349,60.73837144614751,0,p352
40.062659464887886,20.69210271715605,1,p353
48.49168389985428,70.99201839547933,0,p354
39.381459285562656,67.4099227908251,0,p355
40.84190921347041,25.2758614525854,1,p356
45.762194087733405,70.51322577031883,0,p357
52.94269266461742,77.8859552068343,0,p358
31.64454217770464,76.43407921527,0,p359
42.49910840175533,65.14963283317542,0,p360
38.83014800349512,71.9780596534181,0,p361
39.957503619220745,75.8694354211615,0,p362
38.11220981892164,24.601183129749497,1,p363
44.36883871936509,74.39841856484996,0,p364
42.24950050815191,72.953445279647,0,p365
45.16926605996788,71.19957796832979,0,p366
38.27756258309036,64.09727383278666,0,p367
42.59802111359916,65.77210369298926,0,p368
41.5727930802632,76.52813582311163,0,p369
37.74124112810505,68.24416888481467,0,p370
26.90445655281901,67.53940561171083,0,p371
40.884657056824885,83.572502993408,0,p372
36.675382821873306,65.42669537198401,0,p373
35.867147497737285,18.30567798748717,1,p374
41.5922195422289,79.149999279977,0,p375
38.68999014496816,76.90010996975904,0,p376
34.197034923545495,66.07873271862121,0,p377
40.78768398700578,20.580769734102635,1,p378
36.8814823501946,80.1736913398239,0,p379
42.76540450593176,21.44806366162764,1,p380
37.83553646065096,64.73490516086592,0,p381
55.00760862527728,74.43743315622608,0,p382
45.093406805458855,70.3636212006511,0,p383
33.6740869748891,72.27051497205122,0,p384
34.152570627181696,85.01604389441371,0,p385
35.20562694434876,21.38651799824583,1,p386
38.38345828853925,74.87344455369393,0,p387
42.0549055251664,60.503927367636166,0,p388
44.429473062744,85.89485000463077,0,p389
52.09280219070498,73.05426568771823,0,p390
41.4760565439784,18.42189547199726,1,p391
36.73826218341159,16.742524613344443,1,p392
39.90551942683446,62.5960234973087,0,p393
34.34054477974769,66.48770069490824,0,p394
35.85324253032792,63.95206461224129,0,p395
35.63361727512937,83.3982194770675,0,p396
40.472697432815465,60.0267626965058,0,p397
39.31420025397995,17.016951876174463,1,p398
47.53204997019019,70.1491815407036,0,p399
30.94146353253753,20.551548634261085,1,p400
45.55985275735279,61.219974037815255,0,p401
39.38202566154121,88.05796536358022,0,p402
34.65718590420238,57.365825295348365,0,p403
41.31850369186068,22.33680951053634,1,p404
53.0604215780133,73.31683044638251,0,p405
30.04732533280709,80.50933556368841,0,p406
44.96616271997328,66.9515954060111,0,p407
43.1067359970236,75.42243837400535,0,p408
32.88924726715122,70.43175894893581,0,p409
46.97386773612998,66.54370391787081,0,p410
35.01007952125985,70.74501159384327,0,p411
43.58232820914212,17.056503406580955,1,p412
46.64687894808927,59.60571422085067,0,p413
54.51857868824982,63.56430785889504,0,p414
34.58347560627499,61.28741707682008,0,p415
39.86253540751324,73.86742968092004,0,p416
33.42465224326872,68.99138710994869,0,p417
35.36163368737908,73.99419068015212,0,p418
38.93750433475092,74.11822044539204,0,p419
37.47323683926644,78.11530862354974,0,p420
49.13038170014707,58.36255608375028,0,p421
31.23922403066689,80.10635222851282,0,p422
34.70554478300988,60.04422403281628,0,p423
39.10457685963463,63.31121691579702,0,p424
43.5973549476124,71.25707247357718,0,p425
39.53230546619,18.3551381105282,1,p426
36.23047931716223,22.439615560243933,1,p427
47.26277960980529,66.42988520801677,0,p428
34.452354830971096,69.19684490973171,0,p429
39.77072710848801,66.19602660206364,0,p430
35.96260068602167,75.28773858078029,0,p431
33.06624572408518,66.0359158927806,0,p432
38.520631532800685,24.33089601040644,1,p433
44.43643816652469,72.89659368216049,0,p434
41.24390700653278,60.65258948902929,0,p435
43.45821130397917,71.82471636076735,0,p436
30.181763097402147,82.24703720230858,0,p437
38.07553927286707,21.46361685461322,1,p438
38.28228318797991,64.72384684949758,0,p439
39.01631585046125,20.465572051576935,1,p440
33.81299794659207,71.0760757416187,0,p441
41.42907330806866,21.51641047749988,1,p442
35.509628833439336,73.02345781271758,0,p443
52.12760499639565,85.61910102334842,0,p444
34.88743357798004,71.51521012707383,0,p445
34.82257981362821,17.967306042993034,1,p446
38.21515947805401,80.52795092007882,0,p447
37.84555235532899,71.53405229364758,0,p448
35.53582011024079,66.28302131498728,0,p449
39.6173526388674,24.533464790742045,1,p450
45.27339134773173,72.66810869417944,0,p451
44.25880901354091,18.198729302783885,1,p452
42.92745015803413,22.75536333182724,1,p453
40.26597277288431,20.591947122216787,1,p454
42.67059523337436,23.105748004171257,1,p455
40.305217124607175,81.86535728301527,0,p456
36.83385576525647,53.0328447135973,0,p457
50.6618685408876,73.7723703057926,0,p458
39.49879118410155,69.7394443444311,0,p459
31.993916548755365,70.75991794043566,0,p460
42.02842399827489,84.52780559051807,0,p461
47.639170844159885,74.26396684635024,0,p462
47.40897140794712,57.6888235950382,0,p463
41.89319778045887,69.64833323385604,0,p464
35.62626995613025,70.18263735147583,0,p465
35.085628342858534,67.70636497381562,0,p466
34.51722695364634,67.74556938656028,0,p467
34.97089045123295,68.50586993801707,0,p468
36.72609159081676,72.42552717211501,0,p469
46.434602542026425,65.32299140122704,0,p470
38.19836423803658,58.31991148285688,0,p471
36.24825588420166,75.65640458796801,0,p472
40.09750504339063,69.83112439022997,0,p473
45.36256194869283,78.58853256719016,0,p474
38.47557940705807,19.556659043547587,1,p475
34.20686845545896,70.60300718132463,0,p476
35.19728806457045,17.51450892565926,1,p477
36.40293157864315,62.58550534677734,0,p478
37.84376001069981,75.45762372588538,0,p479
43.39312972106132,64.07550341506388,0,p480
37.313961032910925,18.775697482519337,1,p481
28.152747591996267,80.7068522362243,0,p482
42.639702757315305,69.79516030420515,0,p483
37.59988430680706,19.809426276153932,1,p484
46.48324283272149,83.36591648329092,0,p485
47.51542224901841,62.81439290412258,0,p486
39.163111209004576,19.16071949451249,1,p487
26.043850501999813,72.618395988933,0,p488
39.929343547377286,19.476937226291493,1,p489
45.69003483187272,74.40740189346529,0,p490
43.08010115037332,66.48562042953172,0,p491
38.05188088503572,23.96391209681904,1,p492
40.09839098623476,17.72451399589979,1,p493
42.3694748524609,67.09298460269439,0,p494
30.48100701314057,75.22377496219055,0,p495
33.24553577593927,74.80236021998907,0,p496
28.694077288661436,78.1531754812002,0,p497
34.91003976922592,68.26736955113947,0,p498
47.39239766346236,71.56267239890411,0,p499
43.35285878022474,72.33563473700863,0,p500
48.32629342247248,61.40674529404105,0,p501
40.20121376054372,78.94916303825109,0,p502
40.49036514179227,78.13314811825734,0,p503
42.72005023171675,87.45099662202954,0,p504
38.42773480619622,20.457064616101167,1,p505
39.6236372199913,20.98363857247807,1,p506
45.44852753316646,66.14169998570027,0,p507
51.62881450183509,66.80032620389609,0,p508
43.88923126202414,70.62706476878674,0,p509
43.71231440405242,18.62809503473963,1,p510
38.53683719899782,64.0463568205349,0,p511
43.45322530616623,71.29385286586411,0,p512
33.537367277223666,60.53820776068567,0,p513
51.78749384020508,66.78781015991743,0,p514
42.15927382644455,16.12018112638651,1,p515
40.03670589802728,70.32886415635319,0,p516
32.686335641852764,56.23550387436799,0,p517
29.0621790017942,66.29663125857594,0,p518
22.50415999588499,86.0365980081352,0,p519
29.320405798009336,78.83808872399027,0,p520
41.25925905807435,79.7440160044122,0,p521
38.58987355672149,20.797634688956144,1,p522
51.05448970855174,75.37204310407036,0,p523
33.7875547553853,66.93779189773613,0,p524
46.46818913444831,68.70568504489907,0,p525
39.92327706342402,14.692772285332644,1,p526
36.70273186067174,71.62434956150345,0,p527
57.92059176788156,69.32758070192745,0,p528
37.74855464147832,84.53723588492589,0,p529
41.16516545749139,73.44715884805704,0,p530
44.95676073682013,76.69691621756209,0,p531
40.48005467755837,21.505348208502635,1,p532
36.36648421215766,22.192292357199573,1,p533
51.15230638647578,66.4214902649817,0,p534
52.35817968196768,72.83487197672669,0,p535
30.356314424300365,63.43522472059414,0,p536
34.98224375578037,56.93424368048858,0,p537
46.26635254019413,74.44620261177378,0,p538
40.52803547231115,58.78623931671982,0,p539
39.206455476068165,13.98841290677974,1,p540
44.773670799064746,67.82813270384581,0,p541
38.32747530581214,67.43222911729718,0,p542
50.08891302346281,59.94896494174392,0,p543
46.09908108220071,60.57814223827276,0,p544
42.39229183044012,83.1331958745112,0,p545
34.089688546864494,22.67779201489793,1,p546
25.733128253755023,62.94339582357817,0,p547
40.34202049227993,70.28414183842717,0,p548
40.61884820404293,80.34271056738683,0,p549
38.71972491226612,79.6241349340373,0,p550
41.8666214321302,16.583500646657694,1,p551
48.3653264024739,59.33769166651358,0,p552
32.43260421714216,77.37206997333033,0,p553
40.62897824582388,18.525091443103857,1,p554
40.79462141675874,74.63491472164733,0,p555
48.10677611450048,75.54163885774055,0,p556
39.798465129851934,17.852720032667744,1,p557
41.977737005297215,22.812710412879674,1,p558
35.33872370195181,22.45366897407509,1,p559
41.1960580668956,68.71211664553124,0,p560
34.485513736642325,65.65406681224219,0,p561
35.177320406893074,17.711825664301358,1,p562
35.970535216335584,70.85406870251752,0,p563
43.06414988628819,26.26532831860977,1,p564
53.113084433522815,77.56033646000255,0,p565
50.83253640931044,82.57114371166865,0,p566
43.5349109528632,76.06028635919085,0,p567
35.08605818535271,65.35969357714336,0,p568
39.268855470237696,68.81824793766992,0,p569
50.853503449698536,63.01152171482846,0,p570
45.50060111055583,72.97820293249475,0,p571
39.10097005597964,19.849386148874764,1,p572
38.61863105784872,68.94108701442542,0,p573
34.319155999138644,20.639881122118812,1,p574
40.16953619670931,79.885543887908,0,p575
22.287987340775693,67.99797044683922,0,p576
42.51682150140884,18.14824044035923,1,p577
41.56739893845263,79.54898300981691,0,p578
32.739276919714804,68.66762925341474,0,p579
39.03786039760616,76.67012183042057,0,p580
38.54314424749907,66.54899345738816,0,p581
49.67511293726269,74.5409692131275,0,p582
37.13069086954597,21.417218833641133,1,p583
23.03031817808941,76.18831777452735,0,p584
37.30364785503062,16.00905912278303,1,p585
35.495151173777764,77.20972572306813,0,p586
42.268587785763565,67.30442403708578,0,p587
38.114152158888096,75.02279579057173,0,p588
40.4689350205741,73.6115745239287,0,p589
36.13699297875287,87.90739499967776,0,p590
53.19210414154226,80.80270469790533,0,p591
47.99975970160514,75.26353122880742,0,p592
51.809991445507954,76.17147829864615,0,p593
37.058692280329,68.02750773797645,0,p594
50.79476966797513,84.04265021711386,0,p595
35.44007397469886,66.61279916161975,0,p596
41.18552576825255,60.10399852166514,0,p597
41.37331859845565,25.02347730004261,1,p598
38.49107568834597,20.79046164599318,1,p599
35.6210610894333,72.77062473406187,0,p600
47.23784626483875,22.35381286369407,1,p601
45.0566695047944,67.39016793535762,0,p602
34.1735109882704,73.29990889470483,0,p603
33.079862249943574,62.27487477948961,0,p604
41.45867965563287,55.70785592102997,0,p605
38.57133737936602,22.623167542138184,1,p606
39.2214175705591,63.67264650974647,0,p607
39.821121503059885,78.20910313481555,0,p608
27.92557517240877,66.0639872953132,0,p609
42.32619808385714,64.76059424410413,0,p610
39.19046202328232,67.89227413087498,0,p611
50.85806382865766,70.80972244005001,0,p612
43.600236869280586,18.524292657481386,1,p613
39.74968609062892,15.651064340904409,1,p614
35.63801631502665,66.11166016587822,0,p615
40.0428192035093,17.138181741810065,1,p616
37.56742746636898,16.22726642325615,1,p617
35.61123059548563,82.6871399059785,0,p618
41.7118389916586,22.904553981598585,1,p619
38.70298638785604,69.09125510186601,0,p620
42.04615619713786,24.46173846600778,1,p621
42.36321863452642,67.11686123714273,0,p622
39.2488849919704,73.13401848067194,0,p623
42.79781566226849,65.44050174345719,0,p624
40.98023429380696,20.901423078832487,1,p625
42.67354816562087,73.01029153033748,0,p626
39.42988289499552,18.92766373156872,1,p627
38.45325078319235,70.18820087296172,0,p628
39.69023571955286,15.0704335665375,1,p629
41.74568578597529,81.04217295834432,0,p630
45.88434018553187,73.82713497740966,0,p631
39.76811118988342,82.56190504462451,0,p632
44.13458381484617,77.76092506408035,0,p633
40.85608252122599,73.80308620325472,0,p634
37.79311528751758,75.31278454345288,0,p635
42.31884401982495,76.82881588985651,0,p636
50.69927898488772,73.55485029402736,0,p637
38.83017343778202,71.02699580503327,0,p638
37.71014168746426,20.113813506342805,1,p639
40.3176833593457,21.75323894141745,1,p640
44.16328039165701,75.97390891146216,0,p641
30.758367550855503,82.82021136098048,0,p642
40.57280550983295,69.307772427662,0,p643
44.77324042738418,82.92695128015224,0,p644
40.00158387656979,21.803620246787343,1,p645
40.55044633221264,56.01259520827524,0,p646
34.466678811882815,73.30027849995197,0,p647
36.74454842032661,17.523768410063134,1,p648
49.2973589929434,73.89361006580462,0,p649
32.54420435847239,67.86342706951733,0,p650
38.60678721307184,21.386182679755688,1,p651
36.84954169964529,74.35994952643249,0,p652
25.05028050214913,91.96423973561996,0,p653
26.873792712479787,70.80518255403192,0,p654
35.717616363663005,69.74074242066112,0,p655
43.15584285316876,17.005818118056762,1,p656
28.75487575819699,71.42424545107056,0,p657
54.61862293346509,69.02287260291378,0,p658
38.41464775668931,72.57155854771325,0,p659
47.8687890399021,76.63268523486,0,p660
44.379671434355046,63.99989710508602,0,p661
35.316490829380584,77.27933281177253,0,p662
42.894044322565904,83.13757068790646,0,p663
38.85853125239365,64.78568148635486,0,p664
41.90625409062768,16.282224815439584,1,p665
41.63650138253524,59.10873047657461,0,p666
